year
Imprezy_masowe.liczba_imprez_inne_imprezy_artystyczno_rozrywkowe
Imprezy_masowe.liczba_imprez_interdyscyplinarne
Imprezy_masowe.liczba_imprez_kabarety
Imprezy_masowe.liczba_imprez_koncerty
Imprezy_masowe.liczba_imprez_ogolem
Imprezy_masowe.liczba_imprez_pokazy_/_seanse_filmowe
Imprezy_masowe.liczba_imprez_przedstawienia_i_spektakle
Imprezy_masowe.liczba_imprez_rekonstrukcje_historyczne
Imprezy_masowe.liczba_imprez_sportowe
Imprezy_masowe.Liczba_imprez_wedlug_rodzaju_organizatora_artystyczno_rozrywkowe_jednostka_organizacyjna_nieposiadajaca_osobowosci_prawnej
Imprezy_masowe.Liczba_imprez_wedlug_rodzaju_organizatora_artystyczno_rozrywkowe_ogolem
Imprezy_masowe.Liczba_imprez_wedlug_rodzaju_organizatora_artystyczno_rozrywkowe_osoba_fizyczna
Imprezy_masowe.Liczba_imprez_wedlug_rodzaju_organizatora_artystyczno_rozrywkowe_osoba_prawna
Imprezy_masowe.Liczba_imprez_wedlug_rodzaju_organizatora_interdyscyplinarne_jednostka_organizacyjna_nieposiadajaca_osobowosci_prawnej
Imprezy_masowe.Liczba_imprez_wedlug_rodzaju_organizatora_interdyscyplinarne_ogolem
Imprezy_masowe.Liczba_imprez_wedlug_rodzaju_organizatora_interdyscyplinarne_osoba_fizyczna
Imprezy_masowe.Liczba_imprez_wedlug_rodzaju_organizatora_interdyscyplinarne_osoba_prawna
Imprezy_masowe.Liczba_imprez_wedlug_rodzaju_organizatora_sportowe_jednostka_organizacyjna_nieposiadajaca_osobowosci_prawnej
Imprezy_masowe.Liczba_imprez_wedlug_rodzaju_organizatora_sportowe_ogolem
Imprezy_masowe.Liczba_imprez_wedlug_rodzaju_organizatora_sportowe_osoba_fizyczna
Imprezy_masowe.Liczba_imprez_wedlug_rodzaju_organizatora_sportowe_osoba_prawna
Imprezy_masowe.liczba_imprez_widowiska_cyrkowe
Imprezy_masowe.Liczba_uczestnikow_imprez_artystyczno_rozrywkowe
Imprezy_masowe.Liczba_uczestnikow_imprez_bezplatnych_artystyczno_rozrywkowe
Imprezy_masowe.Liczba_uczestnikow_imprez_bezplatnych_interdyscyplinarne
Imprezy_masowe.Liczba_uczestnikow_imprez_bezplatnych_ogolem
Imprezy_masowe.Liczba_uczestnikow_imprez_bezplatnych_sportowe
Imprezy_masowe.Liczba_uczestnikow_imprez_interdyscyplinarne
Imprezy_masowe.Liczba_uczestnikow_imprez_ogolem
Imprezy_masowe.Liczba_uczestnikow_imprez_platnych_artystyczno_rozrywkowe
Imprezy_masowe.Liczba_uczestnikow_imprez_platnych_interdyscyplinarne
Imprezy_masowe.Liczba_uczestnikow_imprez_platnych_ogolem
Imprezy_masowe.Liczba_uczestnikow_imprez_platnych_sportowe
Imprezy_masowe.Liczba_uczestnikow_imprez_sportowe
KINA.Liczba_ludnosci_na_miejsce_w_kinach_stalych
KINA.wlasnosc_miasta_miejsca_na_widowni
KINA.wlasnosc_miasta_ogolem
KINA.wlasnosc_wojewodztwa_miejsca_na_widowni
KINA.wlasnosc_wojewodztwa_ogolem
KOMUNIKACJA_MIEJSKA.dlugosc_bus_pasow
KOMUNIKACJA_MIEJSKA.liczba_parkingow_ogolem
MUZEA.imprezy_oswiatowe_w_muzeach_na0_tys_mieszkancow
MUZEA.Muzea_w_gestii_samorzadu_muzea_lacznie_z_oddzialami
MUZEA.Muzea_w_gestii_samorzadu_obiekty_przystosowane_dla_osob_niepelnos_udogodnienia_wewnatrz_budynku
MUZEA.Muzea_w_gestii_samorzadu_obiekty_przystosowane_dla_osob_niepelnosprawnych_wejscie_do_budynku
MUZEA.Muzea_w_gestii_samorzadu_obiekty_przystosowane_dla_osob_poruszajacych_sie_na_wozkach_inwalidzkich
MUZEA.Muzea_w_gestii_samorzadu_oddzialy
MUZEA.Muzea_w_gestii_samorzadu_zwiedzajacy_muzea_i_oddzialy
MUZEA.Muzea_w_gestii_samorzadu_zwiedzajacy_muzea_i_oddzialy_na000_ludnosci_1
MUZEA.oddzialy
MUZEA.zwiedzajacy_muzea_i_oddzialy_na0_tys_mieszkancow
OCHRONA_PRZYRODY.obszary_chronionego_krajobrazu_razem
OCHRONA_PRZYRODY.obszary_chronionego_krajobrazu_wprowadzone_uchwala_rady_gminy
OCHRONA_PRZYRODY.ogolem
OCHRONA_PRZYRODY.parki_krajobrazowe_razem
OCHRONA_PRZYRODY.parki_narodowe
OCHRONA_PRZYRODY.Pomniki_przyrody_ogolem
OCHRONA_PRZYRODY.Pomniki_przyrody_wprowadzone_uchwala_rady_gminy
OCHRONA_PRZYRODY.pozostale_formy_ochrony_przyrody
OCHRONA_PRZYRODY.rezerwaty_i_pozostale_formy_ochrony_przyrody_na_obszarach_chronionego_krajobrazu
OCHRONA_PRZYRODY.rezerwaty_i_pozostale_formy_ochrony_przyrody_w_parkach_krajobrazowych
OCHRONA_PRZYRODY.rezerwaty_i_pozostale_formy_ochrony_przyrody_wprowadzone_uchwala_rady_gminy_na_obszarach_chronionego_krajobrazu
OCHRONA_PRZYRODY.rezerwaty_przyrody
OCHRONA_PRZYRODY.stanowiska_dokumentacyjne
OCHRONA_PRZYRODY.stanowiska_dokumentacyjne_wprowadzone_uchwala_rady_gminy
OCHRONA_PRZYRODY.uzytki_ekologiczne
OCHRONA_PRZYRODY.uzytki_ekologiczne_wprowadzone_uchwala_rady_gminy
OCHRONA_PRZYRODY.zespoly_przyrodniczo_krajobrazowe
OCHRONA_PRZYRODY.zespoly_przyrodniczo_krajobrazowe_wprowadzone_uchwala_rady_gminy
PODMIOTY_GOSPODARKI_NARODOWEJ_WSKAZNIKI.ogolem
SCIEZKI_ROWEROWE.sciezki_rowerowe_(drogi_dla_rowerow)_ogolem
SCIEZKI_ROWEROWE.sciezki_rowerowe_na0_tys_km2
SCIEZKI_ROWEROWE.sciezki_rowerowe_na0_tys_ludnosci
TARGOWISKA.Targowiska_sezonowe
TARGOWISKA.Targowiska_stale
TERENY_ZIELENI.lasy_gminne_powierzchnia_w_miastach
"TERENY_ZIELENI.parki,_zielence_i_tereny_zieleni_osiedlowej_powierzchnia_w_miastach"
TERENY_ZIELENI.parki_spacerowo_wypoczynkowe_powierzchnia_w_miastach
TERENY_ZIELENI.tereny_zieleni_osiedlowej_powierzchnia_w_miastach
TERENY_ZIELENI.Tereny_zieleni_w_gestii_samorzadow_parki_spacerowo_wypoczynkowe_obiekty
TERENY_ZIELENI.Tereny_zieleni_w_gestii_samorzadow_parki_spacerowo_wypoczynkowe_powierzchnia
TERENY_ZIELENI.Tereny_zieleni_w_gestii_samorzadow_tereny_zieleni_osiedlowej_powierzchnia
TERENY_ZIELENI.Tereny_zieleni_w_gestii_samorzadow_zielence_obiekty
TERENY_ZIELENI.Tereny_zieleni_w_gestii_samorzadow_zielence_powierzchnia
"TERENY_ZIELENI.udzial_parkow,_zielencow_i_terenow_zieleni_osiedlowej_w_powierzchni_ogolem_"
TERENY_ZIELENI.zielen_uliczna_powierzchnia_w_miastach
TERENY_ZIELENI.zielence_powierzchnia_w_miastach
TERENY_ZIELENI.Zywoploty_wg_lokalizacji
TRANSPORT_MORSKI.liczba_statkow_promy
TRANSPORT_MORSKI.liczba_statkow_statki_pasazerskie
TRANSPORT_MORSKI.nosnosc_(DWT)_statki_pasazerskie
TRANSPORT_MORSKI.Przewozy_pasazerow_morska_i_przybrzezna_flota_transportowa_komunikacja_krajowa_ogolem
TRANSPORT_MORSKI.Przewozy_pasazerow_morska_i_przybrzezna_flota_transportowa_komunikacja_miedzynarodowa
TRANSPORT_MORSKI.Przewozy_pasazerow_morska_i_przybrzezna_flota_transportowa_przewozy_pasazerow_ogolem
TRANSPORT_MORSKI.Ruch_pasazerow_w_portach_morskich_krajowy_przyjazdy
TRANSPORT_MORSKI.Ruch_pasazerow_w_portach_morskich_krajowy_wyjazdy
TRANSPORT_MORSKI.Ruch_pasazerow_w_portach_morskich_miedzynarodowy_przyjazdy
TRANSPORT_MORSKI.Ruch_pasazerow_w_portach_morskich_miedzynarodowy_wyjazdy
TURYSTYCZNE_OBIEKTY.basen_kryty
TURYSTYCZNE_OBIEKTY.basen_otwarty
TURYSTYCZNE_OBIEKTY.boisko_do_pilki_noznej
TURYSTYCZNE_OBIEKTY.boisko_do_siatkowki_lub_koszykowki
TURYSTYCZNE_OBIEKTY.domy_pracy_tworczej_miejsca_noclegowe_caloroczne
TURYSTYCZNE_OBIEKTY.domy_pracy_tworczej_miejsca_noclegowe_ogolem
TURYSTYCZNE_OBIEKTY.domy_pracy_tworczej_obiekty_caloroczne
TURYSTYCZNE_OBIEKTY.domy_pracy_tworczej_obiekty_ogolem
TURYSTYCZNE_OBIEKTY.domy_wycieczkowe_miejsca_noclegowe_caloroczne
TURYSTYCZNE_OBIEKTY.domy_wycieczkowe_miejsca_noclegowe_ogolem
TURYSTYCZNE_OBIEKTY.domy_wycieczkowe_obiekty_caloroczne
TURYSTYCZNE_OBIEKTY.domy_wycieczkowe_obiekty_ogolem
TURYSTYCZNE_OBIEKTY.Dynamika_liczby_miejsc_noclegowych_calorocznych_(rok_poprzedni_=00)
TURYSTYCZNE_OBIEKTY.hipodrom/stadnina_koni_w_obiekcie
TURYSTYCZNE_OBIEKTY.hostele_miejsca_noclegowe_caloroczne
TURYSTYCZNE_OBIEKTY.hostele_miejsca_noclegowe_ogolem
TURYSTYCZNE_OBIEKTY.hostele_obiekty_caloroczne
TURYSTYCZNE_OBIEKTY.hostele_obiekty_ogolem
TURYSTYCZNE_OBIEKTY.hotele_miejsca_noclegowe_caloroczne
TURYSTYCZNE_OBIEKTY.hotele_miejsca_noclegowe_ogolem
TURYSTYCZNE_OBIEKTY.hotele_obiekty_caloroczne
TURYSTYCZNE_OBIEKTY.hotele_obiekty_ogolem
TURYSTYCZNE_OBIEKTY.hotele_pokoje_ogolem
TURYSTYCZNE_OBIEKTY.hotele_pokoje_z_wlasna_lazienka_i_WC
TURYSTYCZNE_OBIEKTY.inne_obiekty_hotelowe_miejsca_noclegowe_caloroczne
TURYSTYCZNE_OBIEKTY.inne_obiekty_hotelowe_miejsca_noclegowe_ogolem
TURYSTYCZNE_OBIEKTY.inne_obiekty_hotelowe_obiekty_caloroczne
TURYSTYCZNE_OBIEKTY.inne_obiekty_hotelowe_obiekty_ogolem
TURYSTYCZNE_OBIEKTY.inne_obiekty_hotelowe_pokoje_ogolem
TURYSTYCZNE_OBIEKTY.inne_obiekty_hotelowe_pokoje_z_wlasna_lazienka_i_WC
TURYSTYCZNE_OBIEKTY.kempingi_miejsca_noclegowe_caloroczne
TURYSTYCZNE_OBIEKTY.kempingi_miejsca_noclegowe_ogolem
TURYSTYCZNE_OBIEKTY.kempingi_obiekty_caloroczne
TURYSTYCZNE_OBIEKTY.kempingi_obiekty_ogolem
TURYSTYCZNE_OBIEKTY.kort_tenisowy
TURYSTYCZNE_OBIEKTY.kregle
TURYSTYCZNE_OBIEKTY.kwatery_agroturystyczne_miejsca_noclegowe_caloroczne
TURYSTYCZNE_OBIEKTY.kwatery_agroturystyczne_miejsca_noclegowe_ogolem
TURYSTYCZNE_OBIEKTY.kwatery_agroturystyczne_obiekty_caloroczne
TURYSTYCZNE_OBIEKTY.kwatery_agroturystyczne_obiekty_ogolem
TURYSTYCZNE_OBIEKTY.miejsca_noclegowe_hotele_kategorii_*****
TURYSTYCZNE_OBIEKTY.miejsca_noclegowe_hotele_kategorii_****
TURYSTYCZNE_OBIEKTY.miejsca_noclegowe_hotele_kategorii_***
TURYSTYCZNE_OBIEKTY.miejsca_noclegowe_hotele_kategorii_**
TURYSTYCZNE_OBIEKTY.miejsca_noclegowe_hotele_kategorii_*
TURYSTYCZNE_OBIEKTY.miejsca_noclegowe_hotele_w_trakcie_kategoryzacji
TURYSTYCZNE_OBIEKTY.miejsca_noclegowe_motele_kategorii_***
TURYSTYCZNE_OBIEKTY.miejsca_noclegowe_motele_kategorii_**
TURYSTYCZNE_OBIEKTY.miejsca_noclegowe_motele_kategorii_*
TURYSTYCZNE_OBIEKTY.miejsca_noclegowe_motele_w_trakcie_kategoryzacji
TURYSTYCZNE_OBIEKTY.miejsca_noclegowe_pensjonaty_kategorii_****
TURYSTYCZNE_OBIEKTY.miejsca_noclegowe_pensjonaty_kategorii_***
TURYSTYCZNE_OBIEKTY.miejsca_noclegowe_pensjonaty_kategorii_**
TURYSTYCZNE_OBIEKTY.miejsca_noclegowe_pensjonaty_kategorii_*
TURYSTYCZNE_OBIEKTY.miejsca_noclegowe_pensjonaty_w_trakcie_kategoryzacji
TURYSTYCZNE_OBIEKTY.mini_golf
TURYSTYCZNE_OBIEKTY.motele_miejsca_noclegowe_caloroczne
TURYSTYCZNE_OBIEKTY.motele_miejsca_noclegowe_ogolem
TURYSTYCZNE_OBIEKTY.motele_obiekty_caloroczne
TURYSTYCZNE_OBIEKTY.motele_obiekty_ogolem
TURYSTYCZNE_OBIEKTY.motele_pokoje_ogolem
TURYSTYCZNE_OBIEKTY.motele_pokoje_z_wlasna_lazienka_i_WC
TURYSTYCZNE_OBIEKTY.obiekty_ogolem_hotele_kategorii_*****
TURYSTYCZNE_OBIEKTY.obiekty_ogolem_hotele_kategorii_****
TURYSTYCZNE_OBIEKTY.obiekty_ogolem_hotele_kategorii_***
TURYSTYCZNE_OBIEKTY.obiekty_ogolem_hotele_kategorii_**
TURYSTYCZNE_OBIEKTY.obiekty_ogolem_hotele_kategorii_*
TURYSTYCZNE_OBIEKTY.obiekty_ogolem_hotele_w_trakcie_kategoryzacji
TURYSTYCZNE_OBIEKTY.obiekty_ogolem_motele_kategorii_***
TURYSTYCZNE_OBIEKTY.obiekty_ogolem_motele_kategorii_**
TURYSTYCZNE_OBIEKTY.obiekty_ogolem_motele_kategorii_*
TURYSTYCZNE_OBIEKTY.obiekty_ogolem_motele_w_trakcie_kategoryzacji
TURYSTYCZNE_OBIEKTY.obiekty_ogolem_pensjonaty_kategorii_****
TURYSTYCZNE_OBIEKTY.obiekty_ogolem_pensjonaty_kategorii_***
TURYSTYCZNE_OBIEKTY.obiekty_ogolem_pensjonaty_kategorii_**
TURYSTYCZNE_OBIEKTY.obiekty_ogolem_pensjonaty_kategorii_*
TURYSTYCZNE_OBIEKTY.obiekty_ogolem_pensjonaty_w_trakcie_kategoryzacji
TURYSTYCZNE_OBIEKTY.Obiekty_wyposazone_w_udogodnienia_drzwi_automatycznie_otwierane
TURYSTYCZNE_OBIEKTY.Obiekty_wyposazone_w_udogodnienia_parking_z_wyznaczonymi_miejscami_dla
TURYSTYCZNE_OBIEKTY.Obiekty_wyposazone_w_udogodnienia_pochylnia_wjazdowa
TURYSTYCZNE_OBIEKTY.Obiekty_wyposazone_w_udogodnienia_winda_przystosowana_dla_osob_niepeln
TURYSTYCZNE_OBIEKTY.Obiekty_z_zapleczem_konferencyjnym_liczba_miejsc_w_salach_konferencyjny
TURYSTYCZNE_OBIEKTY.Obiekty_z_zapleczem_konferencyjnym_liczba_sal_konferencyjnych
TURYSTYCZNE_OBIEKTY.Obiekty_z_zapleczem_konferencyjnym_z_ekranem
TURYSTYCZNE_OBIEKTY.Obiekty_z_zapleczem_konferencyjnym_z_flipchartem
TURYSTYCZNE_OBIEKTY.Obiekty_z_zapleczem_konferencyjnym_z_komputerem
TURYSTYCZNE_OBIEKTY.Obiekty_z_zapleczem_konferencyjnym_z_mikrofonem_bezprzewodowym
TURYSTYCZNE_OBIEKTY.Obiekty_z_zapleczem_konferencyjnym_z_naglosnieniem
TURYSTYCZNE_OBIEKTY.Obiekty_z_zapleczem_konferencyjnym_z_obsluga_techniczna
TURYSTYCZNE_OBIEKTY.Obiekty_z_zapleczem_konferencyjnym_z_projektorem_multimedialnym
TURYSTYCZNE_OBIEKTY.Obiekty_z_zapleczem_konferencyjnym_z_sala_konferencyjna
TURYSTYCZNE_OBIEKTY.Obiekty_z_zapleczem_konferencyjnym_z_siecia_WiFi_na_terenie_obiektu
TURYSTYCZNE_OBIEKTY.Obiekty_z_zapleczem_konferencyjnym_z_zestawem_do_wideokonferencji
TURYSTYCZNE_OBIEKTY.ogolem_miejsca_noclegowe_caloroczne
TURYSTYCZNE_OBIEKTY.ogolem_miejsca_noclegowe_ogolem
TURYSTYCZNE_OBIEKTY.ogolem_obiekty_caloroczne
TURYSTYCZNE_OBIEKTY.ogolem_obiekty_ogolem
TURYSTYCZNE_OBIEKTY.osrodki_kolonijne_miejsca_noclegowe_ogolem
TURYSTYCZNE_OBIEKTY.osrodki_kolonijne_obiekty_ogolem
TURYSTYCZNE_OBIEKTY.osrodki_szkoleniowo_wypoczynkowe_miejsca_noclegowe_caloroczne
TURYSTYCZNE_OBIEKTY.osrodki_szkoleniowo_wypoczynkowe_miejsca_noclegowe_ogolem
TURYSTYCZNE_OBIEKTY.osrodki_szkoleniowo_wypoczynkowe_obiekty_caloroczne
TURYSTYCZNE_OBIEKTY.osrodki_szkoleniowo_wypoczynkowe_obiekty_ogolem
TURYSTYCZNE_OBIEKTY.osrodki_wczasowe_miejsca_noclegowe_caloroczne
TURYSTYCZNE_OBIEKTY.osrodki_wczasowe_miejsca_noclegowe_ogolem
TURYSTYCZNE_OBIEKTY.osrodki_wczasowe_obiekty_caloroczne
TURYSTYCZNE_OBIEKTY.osrodki_wczasowe_obiekty_ogolem
TURYSTYCZNE_OBIEKTY.pensjonaty_miejsca_noclegowe_caloroczne
TURYSTYCZNE_OBIEKTY.pensjonaty_miejsca_noclegowe_ogolem
TURYSTYCZNE_OBIEKTY.pensjonaty_obiekty_caloroczne
TURYSTYCZNE_OBIEKTY.pensjonaty_obiekty_ogolem
TURYSTYCZNE_OBIEKTY.pensjonaty_pokoje_ogolem
TURYSTYCZNE_OBIEKTY.pensjonaty_pokoje_z_wlasna_lazienka_i_WC
TURYSTYCZNE_OBIEKTY.Placowki_gastronomiczne_bary_i_kawiarnie
TURYSTYCZNE_OBIEKTY.Placowki_gastronomiczne_ogolem
TURYSTYCZNE_OBIEKTY.Placowki_gastronomiczne_punkty_gastronomiczne
TURYSTYCZNE_OBIEKTY.Placowki_gastronomiczne_restauracje
